# resolution_mm=5
# Bone interior particle positions [mm]  (stl=Sawbone.STL, count=3416)
# x_mm,y_mm,z_mm
70.158743,400.119107,25.076189
70.158756,400.119095,30.076343
70.158896,400.119018,35.076330
70.158891,405.119041,15.076331
70.158898,405.119015,20.076310
70.158893,405.119128,25.076350
70.158749,405.119161,30.076185
70.158799,405.119141,35.076359
70.158855,410.119123,20.076200
70.158824,410.119179,25.076212
70.158778,410.119031,30.076194
70.158866,410.119078,35.076280
70.158786,415.119118,20.076290
70.158765,415.119113,25.076303
70.158897,415.119165,30.076304
70.158891,415.119194,35.076251
70.158841,415.119148,40.076292
70.158905,420.119060,25.076198
70.158810,420.119107,30.076277
70.158766,420.119125,35.076265
70.158886,420.119186,40.076329
70.158820,425.119073,35.076353
75.158905,15.119203,15.076280
75.158776,15.119113,20.076299
75.158899,15.119078,25.076239
75.158818,20.119201,20.076169
75.158864,20.119156,25.076282
75.158911,20.119053,30.076354
75.158897,25.119017,20.076324
75.158871,25.119114,25.076205
75.158838,25.119195,30.076312
75.158800,240.119091,35.076205
75.158844,245.119074,30.076281
75.158890,245.119104,35.076265
75.158725,245.119168,40.076223
75.158839,250.119079,30.076237
75.158749,250.119021,35.076350
75.158823,250.119062,40.076289
75.158847,255.119079,30.076282
75.158830,255.119104,35.076346
75.158800,255.119122,40.076223
75.158746,260.119192,25.076195
75.158772,260.119186,30.076190
75.158726,260.119099,35.076286
75.158784,260.119042,40.076304
75.158776,265.119137,25.076366
75.158892,265.119082,30.076247
75.158833,265.119024,35.076181
75.158877,265.119156,40.076241
75.158731,270.119193,25.076285
75.158791,270.119073,30.076298
75.158740,270.119176,35.076218
75.158827,270.119182,40.076207
75.158872,275.119171,25.076200
75.158793,275.119131,30.076208
75.158909,275.119180,35.076346
75.158879,275.119173,40.076326
75.158899,280.119202,25.076355
75.158791,280.119088,30.076217
75.158836,280.119054,35.076209
75.158793,280.119085,40.076226
75.158811,285.119097,20.076207
75.158817,285.119121,25.076316
75.158819,285.119179,30.076174
75.158732,285.119119,35.076189
75.158901,285.119106,40.076339
75.158822,290.119139,20.076199
75.158730,290.119037,25.076342
75.158871,290.119170,30.076181
75.158825,290.119120,35.076354
75.158787,290.119125,40.076307
75.158885,295.119016,20.076294
75.158740,295.119149,25.076304
75.158719,295.119017,30.076223
75.158768,295.119183,35.076361
75.158891,295.119025,40.076309
75.158787,300.119017,20.076358
75.158731,300.119096,25.076360
75.158918,300.119173,30.076309
75.158740,300.119026,35.076267
75.158734,300.119022,40.076187
75.158870,305.119123,20.076220
75.158806,305.119159,25.076367
75.158726,305.119011,30.076235
75.158890,305.119076,35.076195
75.158835,305.119185,40.076199
75.158911,310.119165,20.076249
75.158835,310.119136,25.076278
75.158881,310.119051,30.076177
75.158739,310.119107,35.076321
75.158821,310.119151,40.076210
75.158869,315.119082,20.076267
75.158789,315.119126,25.076299
75.158821,315.119187,30.076292
75.158831,315.119081,35.076267
75.158727,315.119021,40.076301
75.158792,320.119114,15.076216
75.158720,320.119119,20.076280
75.158729,320.119157,25.076319
75.158762,320.119057,30.076322
75.158885,320.119026,35.076363
75.158757,320.119199,40.076317
75.158903,325.119131,15.076324
75.158799,325.119147,20.076218
75.158737,325.119033,25.076241
75.158874,325.119020,30.076330
75.158735,325.119111,35.076255
75.158850,325.119195,40.076364
75.158749,330.119083,15.076279
75.158773,330.119138,20.076230
75.158820,330.119048,25.076219
75.158760,330.119104,30.076219
75.158758,330.119157,35.076337
75.158724,330.119015,40.076245
75.158730,335.119041,15.076343
75.158763,335.119164,20.076179
75.158861,335.119204,25.076186
75.158727,335.119160,30.076263
75.158731,335.119076,35.076336
75.158746,335.119191,40.076215
75.158812,340.119041,15.076196
75.158909,340.119082,20.076193
75.158844,340.119056,25.076330
75.158770,340.119174,30.076366
75.158769,340.119100,35.076310
75.158870,340.119135,40.076294
75.158722,345.119035,15.076266
75.158805,345.119050,20.076221
75.158869,345.119144,25.076223
75.158722,345.119101,30.076305
75.158744,345.119177,35.076241
75.158735,350.119133,15.076352
75.158738,350.119064,20.076309
75.158890,350.119053,25.076353
75.158899,350.119046,30.076218
75.158874,350.119129,35.076246
75.158879,355.119059,15.076193
75.158803,355.119048,20.076225
75.158775,355.119118,25.076205
75.158909,355.119083,30.076299
75.158776,355.119151,35.076335
75.158777,360.119123,15.076355
75.158904,360.119076,20.076313
75.158906,360.119030,25.076291
75.158841,360.119163,30.076364
75.158746,360.119197,35.076249
75.158816,365.119174,10.076190
75.158730,365.119115,15.076368
75.158767,365.119122,20.076310
75.158792,365.119136,25.076360
75.158778,365.119156,30.076241
75.158853,365.119085,35.076331
75.158861,370.119148,10.076348
75.158795,370.119163,15.076171
75.158798,370.119167,20.076214
75.158832,370.119056,25.076175
75.158803,370.119111,30.076210
75.158875,370.119029,35.076304
75.158772,375.119170,10.076296
75.158903,375.119121,15.076293
75.158758,375.119073,20.076180
75.158771,375.119171,25.076228
75.158847,375.119157,30.076214
75.158861,375.119167,35.076260
75.158760,380.119027,10.076230
75.158882,380.119012,15.076363
75.158828,380.119185,20.076339
75.158837,380.119061,25.076229
75.158821,380.119157,30.076283
75.158776,380.119197,35.076202
75.158873,385.119091,10.076333
75.158838,385.119034,15.076305
75.158915,385.119030,20.076307
75.158897,385.119005,25.076265
75.158827,385.119124,30.076212
75.158775,385.119117,35.076309
75.158873,390.119169,10.076345
75.158904,390.119072,15.076174
75.158803,390.119118,20.076297
75.158781,390.119019,25.076220
75.158735,390.119024,30.076292
75.158847,390.119072,35.076203
75.158862,395.119171,10.076246
75.158859,395.119020,15.076310
75.158851,395.119033,20.076228
75.158908,395.119063,25.076316
75.158785,395.119186,30.076183
75.158828,395.119120,35.076333
75.158742,400.119181,10.076329
75.158794,400.119113,15.076346
75.158829,400.119194,20.076275
75.158799,400.119061,25.076248
75.158851,400.119139,30.076266
75.158915,400.119022,35.076208
75.158724,405.119088,15.076182
75.158903,405.119056,20.076225
75.158842,405.119080,25.076202
75.158820,405.119123,30.076235
75.158862,405.119186,35.076208
75.158912,405.119051,40.076353
75.158811,410.119049,20.076359
75.158907,410.119203,25.076185
75.158734,410.119184,30.076314
75.158826,410.119108,35.076301
75.158790,410.119074,40.076346
75.158866,415.119126,25.076345
75.158726,415.119192,30.076263
75.158847,415.119132,35.076227
75.158730,415.119078,40.076192
75.158778,420.119051,30.076334
75.158860,420.119070,35.076214
80.158862,275.119050,30.076203
80.158817,275.119106,35.076315
80.158820,280.119099,30.076344
80.158866,280.119138,35.076247
80.158747,285.119064,25.076223
80.158874,285.119172,30.076324
80.158743,285.119085,35.076288
80.158744,290.119029,25.076242
80.158834,290.119153,30.076320
80.158812,290.119059,35.076302
80.158722,295.119203,25.076296
80.158782,295.119163,30.076368
80.158811,295.119179,35.076344
80.158781,300.119193,20.076271
80.158765,300.119197,25.076363
80.158881,300.119141,30.076286
80.158818,300.119075,35.076215
80.158787,305.119014,20.076354
80.158819,305.119056,25.076324
80.158853,305.119175,30.076295
80.158729,305.119041,35.076335
80.158898,310.119036,20.076175
80.158771,310.119078,25.076299
80.158726,310.119078,30.076277
80.158746,310.119174,35.076170
80.158753,315.119161,20.076296
80.158896,315.119132,25.076175
80.158761,315.119116,30.076249
80.158891,315.119106,35.076362
80.158817,320.119180,20.076209
80.158862,320.119031,25.076342
80.158888,320.119122,30.076313
80.158812,320.119013,35.076312
80.158814,325.119185,20.076355
80.158807,325.119025,25.076259
80.158806,325.119083,30.076305
80.158797,325.119055,35.076192
80.158844,330.119180,15.076193
80.158787,330.119061,20.076317
80.158781,330.119146,25.076204
80.158901,330.119073,30.076231
80.158879,330.119025,35.076321
80.158866,335.119137,15.076178
80.158848,335.119163,20.076243
80.158736,335.119095,25.076243
80.158777,335.119070,30.076280
80.158916,335.119204,35.076296
80.158895,340.119063,15.076317
80.158881,340.119204,20.076346
80.158809,340.119010,25.076269
80.158805,340.119098,30.076207
80.158756,340.119106,35.076226
80.158875,345.119120,15.076208
80.158891,345.119011,20.076328
80.158789,345.119150,25.076215
80.158753,345.119144,30.076175
80.158892,345.119199,35.076269
80.158877,350.119007,15.076344
80.158769,350.119055,20.076243
80.158790,350.119135,25.076228
80.158759,350.119141,30.076248
80.158835,350.119027,35.076212
80.158852,355.119037,15.076210
80.158801,355.119008,20.076291
80.158857,355.119091,25.076261
80.158876,355.119203,30.076233
80.158900,355.119081,35.076194
80.158726,360.119081,15.076280
80.158723,360.119084,20.076279
80.158785,360.119145,25.076266
80.158857,360.119016,30.076350
80.158884,360.119129,35.076305
80.158809,365.119019,10.076191
80.158819,365.119181,15.076266
80.158809,365.119068,20.076264
80.158901,365.119094,25.076312
80.158906,365.119124,30.076316
80.158847,365.119179,35.076185
80.158824,370.119159,10.076250
80.158736,370.119015,15.076243
80.158841,370.119183,20.076245
80.158757,370.119130,25.076321
80.158723,370.119054,30.076294
80.158749,370.119048,35.076236
80.158895,375.119171,10.076323
80.158776,375.119138,15.076185
80.158798,375.119071,20.076287
80.158836,375.119195,25.076222
80.158898,375.119152,30.076265
80.158733,375.119163,35.076179
80.158810,380.119094,10.076256
80.158848,380.119026,15.076285
80.158816,380.119114,20.076345
80.158765,380.119023,25.076215
80.158834,380.119071,30.076335
80.158835,380.119128,35.076328
80.158776,385.119035,10.076315
80.158914,385.119064,15.076267
80.158784,385.119189,20.076220
80.158728,385.119111,25.076360
80.158856,385.119029,30.076199
80.158909,385.119116,35.076238
80.158753,390.119147,10.076254
80.158817,390.119006,15.076335
80.158751,390.119033,20.076236
80.158759,390.119035,25.076177
80.158863,390.119109,30.076188
80.158744,390.119068,35.076223
80.158869,395.119011,10.076201
80.158774,395.119133,15.076252
80.158739,395.119116,20.076212
80.158811,395.119156,25.076358
80.158744,395.119006,30.076180
80.158784,395.119185,35.076347
80.158871,400.119093,10.076220
80.158805,400.119122,15.076325
80.158730,400.119123,20.076258
80.158845,400.119085,25.076170
80.158876,400.119141,30.076180
80.158779,400.119140,35.076348
80.158871,405.119184,10.076242
80.158877,405.119059,15.076300
80.158795,405.119091,20.076269
80.158857,405.119023,25.076340
80.158779,405.119008,30.076293
80.158751,405.119196,35.076206
80.158859,405.119019,40.076251
80.158792,410.119144,15.076361
80.158824,410.119036,20.076215
80.158839,410.119039,25.076176
80.158857,410.119045,30.076362
80.158916,410.119155,35.076282
80.158911,410.119050,40.076239
80.158741,415.119104,20.076187
80.158907,415.119043,25.076337
80.158915,415.119144,30.076169
80.158862,415.119146,35.076317
80.158901,415.119187,40.076222
80.158789,420.119031,30.076276
80.158914,420.119013,35.076367
80.158830,420.119205,40.076195
85.158822,310.119201,30.076218
85.158728,315.119187,25.076311
85.158786,315.119071,30.076213
85.158746,320.119202,25.076201
85.158782,320.119018,30.076185
85.158886,325.119194,20.076288
85.158772,325.119057,25.076209
85.158780,325.119125,30.076172
85.158917,330.119024,20.076194
85.158884,330.119128,25.076297
85.158735,330.119069,30.076318
85.158851,335.119150,20.076184
85.158834,335.119131,25.076344
85.158829,335.119089,30.076181
85.158848,340.119057,15.076198
85.158905,340.119040,20.076351
85.158844,340.119072,25.076184
85.158915,340.119081,30.076181
85.158913,340.119122,35.076195
85.158905,345.119160,15.076276
85.158724,345.119160,20.076299
85.158753,345.119202,25.076310
85.158887,345.119096,30.076239
85.158812,345.119145,35.076218
85.158722,350.119050,15.076245
85.158799,350.119188,20.076355
85.158730,350.119040,25.076198
85.158827,350.119198,30.076249
85.158721,355.119031,15.076277
85.158842,355.119115,20.076309
85.158732,355.119153,25.076209
85.158807,355.119018,30.076368
85.158849,360.119102,15.076173
85.158899,360.119142,20.076245
85.158890,360.119088,25.076366
85.158806,360.119151,30.076305
85.158818,365.119034,15.076189
85.158744,365.119087,20.076300
85.158797,365.119115,25.076245
85.158734,365.119026,30.076322
85.158851,370.119049,10.076267
85.158750,370.119134,15.076363
85.158779,370.119015,20.076223
85.158753,370.119150,25.076314
85.158896,370.119161,30.076325
85.158804,375.119098,10.076323
85.158859,375.119199,15.076173
85.158749,375.119201,20.076258
85.158839,375.119030,25.076359
85.158820,375.119148,30.076358
85.158724,375.119050,35.076287
85.158751,380.119052,10.076251
85.158821,380.119107,15.076281
85.158723,380.119099,20.076314
85.158873,380.119016,25.076320
85.158750,380.119087,30.076356
85.158870,380.119065,35.076345
85.158863,385.119146,10.076324
85.158890,385.119188,15.076340
85.158863,385.119091,20.076312
85.158754,385.119055,25.076188
85.158844,385.119006,30.076314
85.158786,385.119058,35.076170
85.158811,390.119006,10.076358
85.158746,390.119124,15.076277
85.158762,390.119045,20.076307
85.158736,390.119090,25.076223
85.158773,390.119101,30.076216
85.158820,390.119008,35.076342
85.158786,395.119108,10.076252
85.158836,395.119105,15.076196
85.158841,395.119192,20.076324
85.158847,395.119138,25.076240
85.158854,395.119031,30.076364
85.158879,395.119064,35.076251
85.158794,400.119075,10.076310
85.158825,400.119102,15.076342
85.158907,400.119046,20.076329
85.158864,400.119139,25.076237
85.158777,400.119012,30.076242
85.158882,400.119060,35.076266
85.158911,405.119138,10.076177
85.158851,405.119048,15.076208
85.158847,405.119073,20.076291
85.158889,405.119043,25.076205
85.158775,405.119170,30.076268
85.158767,405.119047,35.076180
85.158895,405.119046,40.076304
85.158777,410.119110,10.076228
85.158744,410.119123,15.076264
85.158756,410.119039,20.076270
85.158832,410.119075,25.076268
85.158847,410.119186,30.076318
85.158869,410.119120,35.076181
85.158798,410.119143,40.076240
85.158910,415.119193,10.076242
85.158835,415.119155,15.076217
85.158809,415.119069,20.076270
85.158720,415.119039,25.076228
85.158906,415.119099,30.076258
85.158751,415.119090,35.076258
85.158804,415.119136,40.076240
85.158872,420.119126,15.076355
85.158786,420.119031,20.076346
85.158859,420.119112,25.076263
85.158876,420.119144,30.076177
85.158795,420.119097,35.076193
85.158794,420.119086,40.076336
90.158800,345.119105,25.076307
90.158751,350.119128,20.076206
90.158799,350.119177,25.076222
90.158894,355.119121,20.076340
90.158824,355.119041,25.076244
90.158790,360.119147,15.076301
90.158719,360.119144,20.076198
90.158752,360.119123,25.076327
90.158754,360.119032,30.076315
90.158905,365.119098,15.076314
90.158764,365.119197,20.076234
90.158775,365.119078,25.076177
90.158860,365.119019,30.076232
90.158743,370.119149,15.076335
90.158872,370.119153,20.076289
90.158811,370.119005,25.076264
90.158837,370.119116,30.076198
90.158803,375.119017,15.076200
90.158869,375.119022,20.076269
90.158720,375.119128,25.076169
90.158825,375.119113,30.076249
90.158846,380.119101,15.076269
90.158829,380.119104,20.076356
90.158860,380.119058,25.076247
90.158767,380.119049,30.076203
90.158792,385.119018,10.076364
90.158779,385.119091,15.076336
90.158744,385.119035,20.076246
90.158858,385.119195,25.076258
90.158795,385.119107,30.076358
90.158838,390.119154,10.076215
90.158741,390.119088,15.076295
90.158869,390.119090,20.076236
90.158832,390.119078,25.076284
90.158744,390.119151,30.076196
90.158884,390.119128,35.076292
90.158726,395.119199,10.076281
90.158862,395.119015,15.076189
90.158792,395.119056,20.076232
90.158864,395.119019,25.076303
90.158840,395.119126,30.076318
90.158855,395.119204,35.076198
90.158759,400.119068,10.076301
90.158881,400.119138,15.076276
90.158825,400.119057,20.076331
90.158811,400.119008,25.076186
90.158889,400.119149,30.076262
90.158868,400.119021,35.076345
90.158853,405.119152,10.076178
90.158843,405.119057,15.076245
90.158731,405.119152,20.076251
90.158899,405.119044,25.076271
90.158726,405.119054,30.076237
90.158762,405.119033,35.076264
90.158762,405.119066,40.076218
90.158763,410.119099,10.076272
90.158785,410.119075,15.076300
90.158783,410.119201,20.076170
90.158893,410.119069,25.076172
90.158887,410.119121,30.076209
90.158795,410.119038,35.076248
90.158917,410.119086,40.076362
90.158877,415.119040,10.076217
90.158728,415.119165,15.076319
90.158893,415.119022,20.076250
90.158732,415.119050,25.076263
90.158807,415.119078,30.076255
90.158877,415.119186,35.076282
90.158836,415.119032,40.076363
90.158739,420.119096,10.076366
90.158846,420.119036,15.076235
90.158913,420.119161,20.076237
90.158769,420.119037,25.076195
90.158883,420.119124,30.076253
90.158761,420.119005,35.076305
90.158803,420.119008,40.076306
90.158819,425.119186,15.076351
90.158783,425.119145,20.076359
90.158800,425.119180,25.076339
90.158803,425.119127,30.076348
90.158865,425.119102,35.076169
95.158856,375.119125,20.076357
95.158735,375.119039,25.076259
95.158903,380.119188,15.076241
95.158906,380.119048,20.076304
95.158908,380.119091,25.076170
95.158808,385.119082,15.076241
95.158896,385.119201,20.076342
95.158754,385.119145,25.076227
95.158896,385.119099,30.076250
95.158896,390.119095,15.076271
95.158729,390.119053,20.076363
95.158795,390.119158,25.076252
95.158847,390.119013,30.076189
95.158869,395.119020,15.076242
95.158848,395.119058,20.076244
95.158831,395.119181,25.076308
95.158777,395.119184,30.076183
95.158810,395.119180,35.076289
95.158821,400.119027,10.076344
95.158778,400.119031,15.076289
95.158747,400.119101,20.076247
95.158732,400.119050,25.076275
95.158818,400.119050,30.076251
95.158730,400.119086,35.076199
95.158906,405.119066,10.076282
95.158905,405.119052,15.076210
95.158819,405.119107,20.076357
95.158903,405.119020,25.076273
95.158879,405.119201,30.076295
95.158783,405.119010,35.076289
95.158775,410.119039,10.076305
95.158816,410.119135,15.076248
95.158833,410.119039,20.076333
95.158790,410.119199,25.076324
95.158870,410.119042,30.076360
95.158859,410.119135,35.076292
95.158878,415.119179,15.076257
95.158728,415.119016,20.076292
95.158864,415.119035,25.076331
95.158884,415.119184,30.076351
95.158905,415.119081,35.076212
95.158918,420.119149,15.076328
95.158726,420.119173,20.076237
95.158895,420.119178,25.076326
95.158906,420.119122,30.076255
95.158737,420.119160,35.076324
95.158749,425.119157,15.076288
95.158793,425.119094,20.076322
95.158806,425.119142,25.076201
95.158823,425.119091,30.076347
95.158781,425.119180,35.076241
95.158888,430.119109,25.076365
95.158830,430.119121,30.076330
100.158831,385.119143,20.076252
100.158779,385.119099,25.076199
100.158909,390.119175,20.076357
100.158801,390.119058,25.076191
100.158801,390.119166,30.076239
100.158750,395.119089,15.076223
100.158759,395.119191,20.076341
100.158806,395.119087,25.076325
100.158721,395.119048,30.076313
100.158791,400.119033,15.076228
100.158787,400.119100,20.076321
100.158812,400.119130,25.076311
100.158805,400.119053,30.076288
100.158744,400.119106,35.076267
100.158891,405.119168,15.076364
100.158877,405.119144,20.076312
100.158736,405.119062,25.076337
100.158779,405.119136,30.076280
100.158821,405.119064,35.076212
100.158912,410.119189,15.076365
100.158913,410.119099,20.076189
100.158794,410.119106,25.076291
100.158822,410.119029,30.076321
100.158886,410.119063,35.076224
100.158772,415.119075,15.076197
100.158808,415.119166,20.076317
100.158917,415.119050,25.076356
100.158856,415.119182,30.076181
100.158820,415.119049,35.076255
100.158915,420.119114,15.076312
100.158910,420.119012,20.076205
100.158764,420.119069,25.076205
100.158825,420.119152,30.076219
100.158854,420.119189,35.076220
100.158905,425.119200,20.076172
100.158901,425.119014,25.076350
100.158760,425.119177,30.076353
105.158917,395.119006,20.076180
105.158836,395.119145,25.076355
105.158814,395.119021,30.076177
105.158742,400.119173,20.076337
105.158784,400.119167,25.076289
105.158805,400.119023,30.076278
105.158876,405.119181,20.076250
105.158753,405.119056,25.076318
105.158766,405.119124,30.076363
105.158915,410.119067,20.076363
105.158822,410.119106,25.076221
105.158882,410.119190,30.076354
105.158766,415.119097,25.076240
105.158783,415.119165,30.076329
