# resolution_mm=5
# Bone interior particle positions [mm]  (stl=Sawbone.STL, count=3416)
# x_mm,y_mm,z_mm
40.158749,450.119137,35.076226
40.158846,450.119186,40.076288
45.158739,10.119008,30.076278
45.158756,10.119153,35.076362
45.158895,10.119139,40.076344
45.158829,10.119024,45.076265
45.158841,15.119139,25.076330
45.158826,15.119168,30.076351
45.158736,15.119024,35.076245
45.158766,15.119148,40.076200
45.158747,15.119038,45.076285
45.158806,15.119192,50.076238
45.158867,20.119131,20.076332
45.158809,20.119092,25.076240
45.158844,20.119019,30.076288
45.158728,20.119200,35.076203
45.158868,20.119051,40.076192
45.158760,20.119106,45.076179
45.158822,20.119134,50.076317
45.158895,20.119202,55.076319
45.158785,25.119043,20.076183
45.158749,25.119195,25.076230
45.158765,25.119010,30.076250
45.158842,25.119184,35.076276
45.158722,25.119010,40.076326
45.158829,25.119193,45.076175
45.158909,25.119137,50.076281
45.158782,25.119052,55.076313
45.158813,30.119183,20.076288
45.158842,30.119132,25.076277
45.158900,30.119086,30.076215
45.158806,30.119083,35.076261
45.158837,30.119155,40.076367
45.158881,30.119182,45.076279
45.158753,30.119193,50.076342
45.158888,30.119154,55.076361
45.158799,35.119197,25.076286
45.158823,35.119124,30.076359
45.158767,35.119112,35.076291
45.158821,35.119149,40.076337
45.158741,35.119093,45.076257
45.158804,35.119156,50.076295
45.158832,35.119117,55.076332
45.158904,40.119049,25.076308
45.158762,40.119077,30.076220
45.158739,40.119066,35.076245
45.158852,40.119186,40.076312
45.158830,40.119056,45.076307
45.158832,40.119204,50.076284
45.158788,40.119043,55.076281
45.158854,45.119133,25.076247
45.158741,45.119196,30.076202
45.158806,45.119191,35.076184
45.158914,45.119163,40.076263
45.158840,45.119115,45.076351
45.158890,45.119083,50.076338
45.158739,45.119186,55.076288
45.158756,50.119138,25.076240
45.158813,50.119147,30.076232
45.158783,50.119181,35.076328
45.158751,50.119031,40.076248
45.158820,50.119049,45.076238
45.158853,50.119014,50.076352
45.158820,55.119104,25.076178
45.158895,55.119139,30.076192
45.158915,55.119150,35.076301
45.158873,55.119047,40.076260
45.158819,55.119035,45.076303
45.158793,55.119144,50.076343
45.158913,60.119013,25.076346
45.158826,60.119021,30.076315
45.158806,60.119088,35.076258
45.158878,60.119039,40.076366
45.158788,60.119172,45.076356
45.158844,60.119141,50.076268
45.158900,65.119060,30.076354
45.158819,65.119143,35.076362
45.158886,65.119178,40.076226
45.158783,65.119134,45.076169
45.158806,65.119062,50.076309
45.158797,70.119077,30.076316
45.158863,70.119168,35.076312
45.158900,70.119072,40.076281
45.158884,70.119131,45.076353
45.158801,70.119043,50.076351
45.158778,75.119124,30.076368
45.158842,75.119092,35.076170
45.158813,75.119122,40.076243
45.158750,75.119059,45.076192
45.158739,75.119027,50.076232
45.158794,80.119037,30.076328
45.158803,80.119103,35.076278
45.158819,80.119196,40.076173
45.158852,80.119044,45.076195
45.158788,80.119024,50.076232
45.158822,85.119023,30.076264
45.158908,85.119169,35.076306
45.158893,85.119038,40.076328
45.158736,85.119185,45.076325
45.158812,85.119163,50.076212
45.158861,90.119203,30.076211
45.158916,90.119190,35.076221
45.158861,90.119015,40.076344
45.158729,90.119080,45.076355
45.158780,90.119177,50.076213
45.158838,95.119113,30.076308
45.158818,95.119097,35.076350
45.158865,95.119104,40.076343
45.158819,95.119106,45.076198
45.158794,95.119139,50.076315
45.158881,100.119181,30.076208
45.158852,100.119198,35.076171
45.158897,100.119021,40.076269
45.158814,100.119026,45.076175
45.158910,100.119048,50.076195
45.158841,105.119097,30.076335
45.158917,105.119094,35.076336
45.158896,105.119121,40.076311
45.158720,105.119203,45.076220
45.158795,105.119175,50.076205
45.158893,110.119166,30.076224
45.158910,110.119154,35.076313
45.158896,110.119094,40.076270
45.158874,110.119128,45.076328
45.158789,110.119166,50.076289
45.158904,115.119130,30.076291
45.158813,115.119047,35.076225
45.158879,115.119026,40.076305
45.158860,115.119017,45.076254
45.158858,115.119139,50.076290
45.158794,120.119099,30.076345
45.158834,120.119190,35.076228
45.158832,120.119025,40.076260
45.158909,120.119152,45.076209
45.158865,125.119022,30.076226
45.158840,125.119027,35.076218
45.158872,125.119195,40.076184
45.158856,125.119202,45.076360
45.158905,130.119076,30.076319
45.158755,130.119155,35.076221
45.158770,130.119125,40.076366
45.158730,130.119102,45.076240
45.158853,135.119190,30.076282
45.158757,135.119180,35.076347
45.158878,135.119188,40.076358
45.158761,135.119092,45.076191
45.158811,140.119045,30.076187
45.158858,140.119163,35.076177
45.158755,140.119198,40.076359
45.158787,140.119170,45.076360
45.158808,145.119154,30.076323
45.158730,145.119096,35.076237
45.158827,145.119133,40.076188
45.158739,145.119159,45.076283
45.158726,150.119013,30.076229
45.158801,150.119081,35.076327
45.158762,150.119013,40.076324
45.158753,150.119059,45.076340
45.158746,155.119050,30.076307
45.158745,155.119030,35.076253
45.158796,155.119180,40.076199
45.158872,155.119059,45.076344
45.158872,160.119187,30.076297
45.158778,160.119184,35.076193
45.158758,160.119112,40.076262
45.158778,160.119020,45.076333
45.158730,165.119159,30.076362
45.158826,165.119121,35.076318
45.158896,165.119185,40.076202
45.158855,165.119015,45.076169
45.158724,170.119073,30.076248
45.158887,170.119182,35.076278
45.158802,170.119092,40.076241
45.158807,170.119114,45.076307
45.158801,175.119181,30.076169
45.158842,175.119137,35.076303
45.158891,175.119070,40.076307
45.158860,180.119048,30.076219
45.158784,180.119131,35.076328
45.158799,180.119084,40.076339
45.158918,185.119022,35.076274
45.158832,185.119193,40.076171
45.158803,190.119106,35.076339
45.158811,190.119026,40.076358
45.158856,195.119140,35.076195
45.158764,195.119078,40.076251
45.158858,200.119041,35.076362
45.158762,410.119018,25.076283
45.158817,410.119187,30.076171
45.158817,415.119161,20.076250
45.158756,415.119174,25.076336
45.158815,415.119197,30.076194
45.158766,415.119013,35.076254
45.158802,420.119199,15.076235
45.158855,420.119190,20.076311
45.158769,420.119203,25.076209
45.158856,420.119112,30.076196
45.158836,420.119204,35.076363
45.158853,420.119067,40.076218
45.158880,425.119139,10.076242
45.158815,425.119180,15.076273
45.158795,425.119140,20.076217
45.158726,425.119087,25.076176
45.158805,425.119035,30.076186
45.158867,425.119181,35.076191
45.158854,425.119062,40.076274
45.158718,425.119155,45.076359
45.158855,430.119179,10.076186
45.158774,430.119156,15.076343
45.158846,430.119032,20.076335
45.158805,430.119050,25.076189
45.158817,430.119033,30.076317
45.158788,430.119075,35.076207
45.158854,430.119088,40.076264
45.158898,430.119119,45.076258
45.158783,435.119167,10.076170
45.158873,435.119140,15.076211
45.158901,435.119014,20.076265
45.158876,435.119179,25.076279
45.158771,435.119192,30.076363
45.158719,435.119074,35.076236
45.158863,435.119060,40.076172
45.158755,435.119077,45.076337
45.158801,440.119073,15.076190
45.158854,440.119148,20.076258
45.158902,440.119151,25.076345
45.158816,440.119019,30.076187
45.158822,440.119130,35.076205
45.158894,440.119088,40.076293
45.158842,440.119140,45.076284
45.158761,445.119172,15.076255
45.158764,445.119071,20.076365
45.158807,445.119205,25.076310
45.158794,445.119062,30.076249
45.158724,445.119170,35.076324
45.158914,445.119105,40.076245
45.158823,445.119175,45.076182
45.158776,450.119019,20.076181
45.158890,450.119143,25.076311
45.158748,450.119025,30.076275
45.158748,450.119153,35.076315
45.158871,450.119147,40.076321
50.158883,5.119102,30.076328
50.158830,5.119161,35.076226
50.158759,5.119163,40.076339
50.158835,10.119166,15.076300
50.158916,10.119174,20.076186
50.158813,10.119033,25.076188
50.158726,10.119162,30.076171
50.158891,10.119070,35.076325
50.158891,10.119027,40.076241
50.158914,10.119153,45.076181
50.158889,10.119124,50.076278
50.158814,15.119057,10.076289
50.158866,15.119157,15.076295
50.158826,15.119055,20.076318
50.158839,15.119142,25.076323
50.158749,15.119006,30.076173
50.158857,15.119095,35.076363
50.158760,15.119033,40.076208
50.158746,15.119142,45.076181
50.158826,15.119189,50.076363
50.158848,15.119060,55.076210
50.158867,20.119197,10.076366
50.158735,20.119177,15.076310
50.158767,20.119017,20.076308
50.158914,20.119174,25.076253
50.158909,20.119203,30.076191
50.158744,20.119186,35.076275
50.158792,20.119009,40.076302
50.158838,20.119202,45.076304
50.158817,20.119025,50.076309
50.158862,20.119079,55.076322
50.158836,25.119141,10.076272
50.158821,25.119182,15.076304
50.158722,25.119097,20.076187
50.158786,25.119145,25.076248
50.158819,25.119006,30.076299
50.158751,25.119090,35.076175
50.158730,25.119011,40.076325
50.158912,25.119025,45.076250
50.158752,25.119163,50.076267
50.158889,25.119006,55.076297
50.158908,25.119035,60.076218
50.158918,30.119166,10.076292
50.158775,30.119116,15.076355
50.158849,30.119052,20.076241
50.158786,30.119104,25.076188
50.158777,30.119158,30.076290
50.158846,30.119158,35.076199
50.158829,30.119145,40.076336
50.158787,30.119167,45.076317
50.158759,30.119193,50.076174
50.158910,30.119096,55.076297
50.158800,30.119091,60.076232
50.158873,35.119041,20.076176
50.158820,35.119091,25.076291
50.158778,35.119176,30.076180
50.158840,35.119136,35.076225
50.158916,35.119033,40.076300
50.158826,35.119191,45.076223
50.158882,35.119179,50.076229
50.158774,35.119006,55.076305
50.158804,40.119037,25.076220
50.158851,40.119152,30.076287
50.158737,40.119133,35.076293
50.158796,40.119057,40.076202
50.158866,40.119175,45.076365
50.158897,40.119176,50.076263
50.158850,40.119185,55.076356
50.158777,45.119144,25.076266
50.158787,45.119042,30.076268
50.158747,45.119165,35.076249
50.158800,45.119047,40.076203
50.158740,45.119041,45.076181
50.158729,45.119112,50.076301
50.158897,45.119151,55.076232
50.158880,50.119093,25.076284
50.158817,50.119135,30.076324
50.158879,50.119162,35.076315
50.158789,50.119131,40.076329
50.158796,50.119079,45.076334
50.158862,50.119187,50.076299
50.158735,50.119064,55.076240
50.158769,55.119019,25.076256
50.158833,55.119166,30.076261
50.158847,55.119123,35.076368
50.158748,55.119044,40.076258
50.158823,55.119081,45.076312
50.158777,55.119158,50.076331
50.158759,60.119051,25.076215
50.158765,60.119057,30.076292
50.158902,60.119076,35.076245
50.158803,60.119202,40.076338
50.158730,60.119178,45.076349
50.158810,60.119169,50.076238
50.158740,65.119016,25.076308
50.158769,65.119056,30.076342
50.158827,65.119093,35.076179
50.158814,65.119131,40.076222
50.158875,65.119077,45.076179
50.158842,65.119176,50.076335
50.158915,70.119019,30.076328
50.158896,70.119104,35.076196
50.158756,70.119114,40.076180
50.158907,70.119083,45.076204
50.158751,70.119015,50.076307
50.158842,75.119070,30.076300
50.158873,75.119141,35.076323
50.158863,75.119179,40.076245
50.158869,75.119137,45.076262
50.158817,75.119041,50.076285
50.158859,80.119055,30.076313
50.158810,80.119140,35.076262
50.158806,80.119133,40.076292
50.158831,80.119090,45.076302
50.158896,80.119013,50.076299
50.158728,85.119144,30.076241
50.158868,85.119139,35.076304
50.158858,85.119197,40.076347
50.158768,85.119084,45.076284
50.158862,85.119115,50.076275
50.158733,90.119077,30.076328
50.158786,90.119042,35.076274
50.158747,90.119109,40.076318
50.158736,90.119170,45.076278
50.158745,90.119130,50.076271
50.158916,95.119073,30.076337
50.158916,95.119086,35.076336
50.158734,95.119173,40.076213
50.158852,95.119021,45.076299
50.158786,95.119075,50.076205
50.158801,100.119106,30.076317
50.158853,100.119045,35.076183
50.158855,100.119155,40.076208
50.158907,100.119039,45.076196
50.158909,100.119083,50.076330
50.158876,105.119094,30.076236
50.158841,105.119029,35.076211
50.158794,105.119033,40.076217
50.158882,105.119065,45.076202
50.158868,105.119123,50.076327
50.158842,110.119123,30.076179
50.158867,110.119123,35.076200
50.158768,110.119056,40.076277
50.158798,110.119102,45.076190
50.158770,110.119195,50.076299
50.158854,115.119008,30.076346
50.158915,115.119123,35.076179
50.158821,115.119009,40.076175
50.158745,115.119014,45.076269
50.158819,115.119038,50.076308
50.158742,120.119006,30.076326
50.158851,120.119062,35.076276
50.158724,120.119122,40.076300
50.158834,120.119092,45.076287
50.158800,120.119164,50.076346
50.158738,125.119104,30.076249
50.158803,125.119032,35.076186
50.158729,125.119075,40.076322
50.158826,125.119169,45.076227
50.158792,125.119203,50.076345
50.158818,130.119145,30.076178
50.158854,130.119026,35.076352
50.158886,130.119136,40.076265
50.158793,130.119134,45.076366
50.158844,130.119046,50.076272
50.158804,135.119042,30.076359
50.158773,135.119096,35.076177
50.158878,135.119148,40.076305
50.158880,135.119168,45.076319
50.158909,140.119145,30.076318
50.158740,140.119037,35.076261
50.158718,140.119201,40.076348
50.158829,140.119052,45.076308
50.158873,145.119193,30.076232
50.158906,145.119049,35.076200
50.158756,145.119192,40.076225
50.158792,145.119204,45.076337
50.158831,150.119179,30.076183
50.158795,150.119068,35.076275
50.158843,150.119103,40.076231
50.158725,150.119076,45.076179
50.158892,155.119181,30.076363
50.158812,155.119032,35.076336
50.158821,155.119021,40.076357
50.158768,155.119133,45.076232
50.158759,160.119124,30.076295
50.158869,160.119145,35.076247
50.158839,160.119087,40.076287
50.158750,160.119054,45.076290
50.158819,165.119178,30.076305
50.158854,165.119167,35.076222
50.158875,165.119148,40.076325
50.158897,165.119136,45.076181
50.158730,170.119013,30.076359
50.158809,170.119165,35.076169
50.158841,170.119119,40.076303
50.158739,170.119076,45.076317
50.158876,175.119101,30.076181
50.158750,175.119085,35.076322
50.158780,175.119174,40.076282
50.158852,175.119031,45.076213
50.158795,180.119011,30.076229
50.158849,180.119189,35.076357
50.158865,180.119199,40.076304
50.158899,180.119101,45.076182
50.158794,185.119196,30.076362
50.158888,185.119051,35.076317
50.158880,185.119026,40.076283
50.158734,185.119009,45.076357
50.158775,190.119120,30.076182
50.158843,190.119056,35.076170
50.158785,190.119047,40.076294
50.158733,190.119048,45.076203
50.158851,195.119166,30.076188
50.158756,195.119027,35.076324
50.158782,195.119062,40.076281
50.158749,195.119120,45.076335
50.158836,200.119006,30.076270
50.158818,200.119170,35.076245
50.158885,200.119063,40.076240
50.158879,200.119179,45.076244
50.158828,205.119111,30.076202
50.158908,205.119134,35.076181
50.158868,205.119095,40.076237
50.158739,205.119110,45.076298
50.158767,210.119042,30.076250
50.158888,210.119163,35.076212
50.158877,210.119041,40.076363
50.158902,215.119099,30.076307
50.158829,215.119039,35.076347
50.158748,215.119130,40.076349
50.158812,220.119147,30.076236
50.158742,220.119116,35.076212
50.158878,220.119114,40.076262
50.158773,225.119129,30.076249
50.158813,225.119139,35.076355
50.158749,225.119013,40.076347
50.158848,230.119061,30.076185
50.158888,230.119187,35.076314
50.158831,230.119200,40.076233
50.158761,235.119196,30.076368
50.158806,235.119040,35.076275
50.158819,240.119179,30.076266
50.158794,240.119162,35.076247
50.158795,245.119109,35.076217
50.158760,405.119091,20.076335
50.158771,405.119105,25.076364
50.158760,405.119203,30.076335
50.158759,410.119021,20.076323
50.158910,410.119038,25.076185
50.158726,410.119072,30.076251
50.158807,410.119123,35.076353
50.158731,415.119201,20.076357
50.158894,415.119147,25.076323
50.158895,415.119132,30.076332
50.158786,415.119025,35.076269
50.158816,420.119038,15.076353
50.158761,420.119123,20.076350
50.158821,420.119151,25.076180
50.158836,420.119164,30.076310
50.158788,420.119172,35.076338
50.158780,420.119072,40.076260
50.158854,425.119184,15.076319
50.158735,425.119030,20.076361
50.158893,425.119167,25.076205
50.158735,425.119059,30.076256
50.158760,425.119153,35.076348
50.158872,425.119018,40.076226
50.158859,425.119022,45.076270
50.158848,430.119064,15.076250
50.158867,430.119120,20.076180
50.158877,430.119161,25.076229
50.158912,430.119059,30.076270
50.158894,430.119052,35.076278
50.158759,430.119022,40.076226
50.158778,430.119123,45.076367
50.158755,435.119050,15.076248
50.158825,435.119169,20.076269
50.158796,435.119060,25.076241
50.158829,435.119017,30.076263
50.158734,435.119050,35.076282
50.158867,435.119171,40.076269
50.158796,435.119073,45.076211
50.158855,440.119121,15.076293
50.158880,440.119161,20.076262
50.158772,440.119122,25.076245
50.158869,440.119188,30.076253
50.158870,440.119163,35.076332
50.158827,440.119103,40.076221
50.158798,440.119140,45.076318
50.158894,445.119168,20.076174
50.158887,445.119136,25.076287
50.158893,445.119126,30.076276
50.158768,445.119031,35.076310
50.158758,445.119166,40.076179
50.158909,445.119150,45.076292
50.158799,450.119042,25.076282
50.158858,450.119113,30.076178
50.158876,450.119044,35.076326
55.158755,5.119048,20.076195
55.158850,5.119018,25.076180
55.158755,5.119137,30.076351
55.158795,5.119170,35.076354
55.158814,5.119059,40.076291
55.158897,5.119064,45.076308
55.158800,10.119013,10.076365
55.158818,10.119097,15.076221
55.158914,10.119092,20.076345
55.158892,10.119024,25.076229
55.158817,10.119090,30.076303
55.158892,10.119184,35.076230
55.158832,10.119039,40.076291
55.158873,10.119099,45.076174
55.158874,10.119169,50.076189
55.158851,15.119033,5.076258
55.158778,15.119156,10.076306
55.158835,15.119042,15.076311
55.158857,15.119106,20.076364
55.158832,15.119044,25.076264
55.158830,15.119045,30.076337
55.158718,15.119063,35.076217
55.158858,15.119172,40.076257
55.158738,15.119046,45.076361
55.158736,15.119088,50.076341
55.158827,15.119015,55.076314
55.158741,20.119173,5.076217
55.158822,20.119130,10.076363
55.158795,20.119051,15.076303
55.158747,20.119134,20.076188
55.158787,20.119079,25.076335
55.158914,20.119011,30.076323
55.158888,20.119135,35.076216
55.158779,20.119147,40.076358
55.158909,20.119065,45.076245
55.158815,20.119101,50.076359
55.158909,20.119094,55.076178
55.158910,20.119058,60.076312
55.158867,25.119109,5.076185
55.158761,25.119032,10.076295
55.158915,25.119130,15.076257
55.158913,25.119065,20.076349
55.158810,25.119072,25.076338
55.158790,25.119022,30.076241
55.158816,25.119054,35.076266
55.158803,25.119202,40.076175
55.158757,25.119205,45.076243
55.158775,25.119068,50.076271
55.158751,25.119137,55.076189
55.158820,25.119058,60.076308
55.158889,30.119049,10.076270
55.158737,30.119014,15.076220
55.158852,30.119179,20.076289
55.158766,30.119151,25.076217
55.158914,30.119042,30.076321
55.158843,30.119006,35.076206
55.158745,30.119173,40.076325
55.158768,30.119159,45.076224
55.158801,30.119083,50.076248
55.158878,30.119023,55.076305
55.158759,30.119023,60.076193
55.158900,35.119082,15.076239
55.158773,35.119157,20.076315
55.158886,35.119030,25.076275
55.158885,35.119170,30.076340
55.158912,35.119136,35.076241
55.158740,35.119066,40.076232
55.158899,35.119054,45.076278
55.158854,35.119135,50.076177
55.158900,35.119158,55.076250
55.158806,35.119029,60.076289
55.158738,40.119085,20.076310
55.158805,40.119151,25.076353
55.158841,40.119033,30.076289
55.158866,40.119007,35.076285
55.158759,40.119058,40.076289
55.158818,40.119096,45.076238
55.158850,40.119097,50.076198
55.158878,40.119196,55.076224
55.158884,45.119058,25.076272
55.158777,45.119101,30.076290
55.158826,45.119122,35.076255
55.158850,45.119037,40.076321
55.158915,45.119127,45.076310
55.158759,45.119133,50.076183
55.158879,45.119029,55.076197
55.158877,50.119041,25.076292
55.158791,50.119119,30.076362
55.158767,50.119025,35.076265
55.158835,50.119178,40.076357
55.158810,50.119086,45.076312
55.158750,50.119143,50.076320
55.158835,50.119155,55.076328
55.158863,55.119182,25.076207
55.158842,55.119204,30.076303
55.158738,55.119111,35.076335
55.158821,55.119204,40.076172
55.158852,55.119098,45.076360
55.158896,55.119122,50.076327
55.158730,60.119014,25.076363
55.158863,60.119047,30.076170
55.158896,60.119097,35.076183
55.158734,60.119109,40.076235
55.158812,60.119160,45.076195
55.158782,60.119151,50.076307
55.158900,65.119018,30.076268
55.158847,65.119038,35.076329
55.158753,65.119123,40.076210
55.158844,65.119038,45.076255
55.158824,65.119016,50.076368
55.158910,70.119116,30.076277
55.158750,70.119032,35.076228
55.158875,70.119180,40.076230
55.158870,70.119012,45.076173
55.158750,70.119130,50.076367
55.158748,75.119201,30.076200
55.158722,75.119022,35.076260
55.158818,75.119120,40.076304
55.158790,75.119028,45.076200
55.158877,75.119144,50.076193
55.158912,80.119169,30.076215
55.158824,80.119038,35.076277
55.158786,80.119178,40.076257
55.158785,80.119164,45.076185
55.158775,85.119128,30.076350
55.158843,85.119161,35.076364
55.158915,85.119102,40.076241
55.158881,85.119070,45.076347
55.158874,90.119052,30.076193
55.158795,90.119047,35.076179
55.158862,90.119052,40.076191
55.158794,90.119077,45.076210
55.158825,95.119127,30.076360
55.158806,95.119201,35.076227
55.158901,95.119185,40.076177
55.158854,95.119189,45.076289
55.158816,100.119186,30.076330
55.158799,100.119011,35.076316
55.158846,100.119062,40.076294
55.158914,100.119020,45.076300
55.158905,105.119152,30.076306
55.158867,105.119123,35.076250
55.158830,105.119062,40.076189
55.158750,105.119165,45.076284
55.158876,110.119140,30.076323
55.158878,110.119077,35.076283
55.158725,110.119094,40.076363
55.158789,110.119046,45.076183
55.158805,115.119167,25.076297
55.158817,115.119118,30.076257
55.158908,115.119190,35.076338
55.158815,115.119041,40.076200
55.158832,115.119095,45.076269
55.158790,120.119044,25.076250
55.158849,120.119065,30.076307
55.158819,120.119051,35.076282
55.158913,120.119016,40.076230
55.158793,120.119016,45.076192
55.158897,125.119009,25.076209
55.158748,125.119140,30.076304
55.158870,125.119129,35.076211
55.158853,125.119157,40.076288
55.158725,125.119077,45.076274
55.158847,130.119113,25.076196
55.158764,130.119043,30.076241
55.158874,130.119043,35.076222
55.158751,130.119020,40.076353
55.158796,130.119185,45.076178
55.158882,135.119039,25.076222
55.158719,135.119191,30.076193
55.158906,135.119143,35.076355
55.158726,135.119194,40.076182
55.158800,135.119149,45.076174
55.158826,140.119113,25.076362
55.158801,140.119154,30.076319
55.158730,140.119164,35.076241
55.158724,140.119058,40.076264
55.158718,140.119017,45.076344
55.158914,145.119065,25.076228
55.158794,145.119033,30.076254
55.158822,145.119069,35.076211
55.158760,145.119201,40.076276
55.158719,145.119113,45.076206
55.158754,150.119074,25.076184
55.158741,150.119084,30.076284
55.158841,150.119065,35.076240
55.158884,150.119174,40.076340
55.158888,150.119055,45.076171
55.158898,155.119014,25.076269
55.158776,155.119139,30.076315
55.158856,155.119167,35.076270
55.158818,155.119081,40.076284
55.158784,155.119196,45.076354
55.158915,160.119123,25.076350
55.158751,160.119191,30.076194
55.158911,160.119160,35.076171
55.158806,160.119204,40.076361
55.158770,160.119103,45.076233
55.158722,165.119056,25.076308
55.158719,165.119096,30.076310
55.158816,165.119176,35.076222
55.158724,165.119118,40.076217
55.158876,165.119131,45.076195
55.158793,170.119071,25.076200
55.158818,170.119197,30.076279
55.158897,170.119126,35.076195
55.158854,170.119154,40.076231
55.158883,170.119128,45.076291
55.158912,175.119077,25.076304
55.158868,175.119096,30.076366
55.158891,175.119044,35.076258
55.158747,175.119019,40.076311
55.158804,175.119183,45.076295
55.158757,180.119104,25.076285
55.158840,180.119039,30.076327
55.158849,180.119066,35.076299
55.158884,180.119152,40.076184
55.158733,180.119165,45.076237
55.158755,185.119150,25.076219
55.158792,185.119170,30.076276
55.158834,185.119183,35.076180
55.158763,185.119182,40.076330
55.158889,185.119188,45.076245
55.158888,190.119115,25.076342
55.158730,190.119161,30.076188
55.158824,190.119146,35.076253
55.158827,190.119201,40.076304
55.158730,190.119112,45.076324
55.158847,195.119138,25.076276
55.158739,195.119068,30.076275
55.158855,195.119201,35.076246
55.158736,195.119078,40.076173
55.158772,195.119149,45.076286
55.158833,200.119031,25.076352
55.158856,200.119035,30.076345
55.158904,200.119129,35.076245
55.158797,200.119191,40.076284
55.158781,200.119016,45.076204
55.158859,205.119157,25.076253
55.158726,205.119083,30.076184
55.158772,205.119060,35.076275
55.158845,205.119163,40.076309
55.158907,205.119061,45.076211
55.158729,210.119151,25.076287
55.158869,210.119193,30.076206
55.158757,210.119144,35.076349
55.158812,210.119099,40.076319
55.158809,210.119108,45.076314
55.158814,215.119075,25.076243
55.158741,215.119068,30.076367
55.158853,215.119172,35.076283
55.158776,215.119102,40.076344
55.158733,215.119012,45.076227
55.158821,220.119152,25.076307
55.158775,220.119053,30.076241
55.158914,220.119032,35.076226
55.158888,220.119140,40.076315
55.158806,220.119034,45.076230
55.158753,225.119059,25.076200
55.158855,225.119085,30.076260
55.158736,225.119101,35.076274
55.158880,225.119178,40.076247
55.158794,225.119006,45.076178
55.158912,230.119143,25.076180
55.158831,230.119106,30.076285
55.158740,230.119033,35.076226
55.158750,230.119175,40.076274
55.158748,230.119152,45.076301
55.158905,235.119011,25.076243
55.158770,235.119065,30.076279
55.158916,235.119007,35.076265
55.158808,235.119147,40.076361
55.158888,235.119012,45.076360
55.158778,240.119024,25.076233
55.158809,240.119173,30.076284
55.158789,240.119122,35.076286
55.158864,240.119022,40.076179
55.158838,245.119049,25.076361
55.158760,245.119052,30.076364
55.158910,245.119022,35.076251
55.158777,245.119094,40.076362
55.158777,250.119009,25.076332
55.158883,250.119110,30.076211
55.158860,250.119024,35.076320
55.158864,250.119129,40.076251
55.158864,255.119018,25.076259
55.158875,255.119047,30.076269
55.158910,255.119153,35.076341
55.158879,255.119017,40.076199
55.158891,260.119069,25.076220
55.158911,260.119143,30.076266
55.158745,260.119042,35.076290
55.158766,260.119010,40.076202
55.158901,265.119047,25.076211
55.158817,265.119077,30.076264
55.158796,265.119049,35.076363
55.158801,270.119180,25.076302
55.158881,270.119064,30.076231
55.158803,270.119110,35.076201
55.158833,275.119063,25.076245
55.158728,275.119135,30.076346
55.158819,275.119047,35.076277
55.158791,280.119030,30.076282
55.158888,280.119080,35.076177
55.158878,285.119014,30.076362
55.158754,285.119189,35.076305
55.158826,290.119077,30.076217
55.158800,295.119168,30.076188
55.158758,390.119071,20.076316
55.158858,390.119093,25.076300
55.158915,395.119126,20.076294
55.158815,395.119033,25.076189
55.158912,395.119165,30.076206
55.158862,400.119038,20.076188
55.158888,400.119153,25.076171
55.158850,400.119096,30.076182
55.158881,405.119021,20.076324
55.158854,405.119052,25.076277
55.158890,405.119124,30.076251
55.158772,410.119200,20.076236
55.158810,410.119082,25.076316
55.158783,410.119204,30.076305
55.158822,410.119033,35.076368
55.158775,415.119116,20.076171
55.158822,415.119173,25.076233
55.158812,415.119072,30.076321
55.158899,415.119160,35.076261
55.158728,420.119181,15.076250
55.158880,420.119168,20.076194
55.158742,420.119098,25.076241
55.158887,420.119057,30.076256
55.158723,420.119027,35.076218
55.158727,420.119172,40.076275
55.158889,425.119197,15.076219
55.158751,425.119084,20.076352
55.158740,425.119086,25.076241
55.158875,425.119126,30.076266
55.158768,425.119047,35.076352
55.158904,425.119151,40.076309
55.158812,430.119199,15.076289
55.158862,430.119187,20.076231
55.158862,430.119132,25.076233
55.158771,430.119095,30.076214
55.158778,430.119128,35.076293
55.158751,430.119045,40.076345
55.158881,435.119198,20.076193
55.158754,435.119075,25.076234
55.158789,435.119138,30.076330
55.158855,435.119076,35.076286
55.158898,435.119085,40.076280
55.158892,435.119077,45.076234
55.158751,440.119042,25.076200
55.158736,440.119049,30.076351
55.158810,440.119166,35.076178
55.158768,440.119197,40.076192
55.158909,445.119175,25.076358
55.158811,445.119126,30.076292
55.158802,445.119147,35.076317
55.158846,445.119071,40.076248
60.158737,5.119103,15.076206
60.158740,5.119133,20.076276
60.158913,5.119198,25.076337
60.158748,5.119042,30.076185
60.158719,5.119019,35.076348
60.158817,5.119093,40.076303
60.158783,5.119124,45.076341
60.158828,10.119081,10.076212
60.158890,10.119129,15.076198
60.158726,10.119092,20.076367
60.158909,10.119065,25.076198
60.158867,10.119104,30.076359
60.158825,10.119037,35.076299
60.158883,10.119015,40.076257
60.158837,10.119092,45.076354
60.158825,10.119161,50.076245
60.158770,15.119144,5.076309
60.158779,15.119204,10.076301
60.158742,15.119169,15.076259
60.158886,15.119200,20.076231
60.158846,15.119205,25.076231
60.158719,15.119011,30.076343
60.158849,15.119125,35.076258
60.158881,15.119050,40.076228
60.158859,15.119025,45.076310
60.158833,15.119187,50.076258
60.158894,15.119112,55.076250
60.158847,20.119115,5.076291
60.158751,20.119186,10.076323
